id,instrument_1,instrument_2
2802,string_acoustic_014-059-050,flute_synthetic_000-054-075
2803,flute_acoustic_002-078-025,keyboard_electronic_069-061-127
2804,guitar_acoustic_010-063-025,keyboard_electronic_003-070-025
2805,keyboard_electronic_098-079-025,flute_synthetic_000-054-075
2806,flute_acoustic_002-075-100,string_acoustic_057-062-050
2807,flute_synthetic_000-058-100,guitar_electronic_022-052-075
2808,keyboard_electronic_001-082-100,string_acoustic_056-072-025
2809,guitar_electronic_022-049-050,flute_synthetic_000-083-127
2810,string_acoustic_057-077-050,keyboard_acoustic_004-066-025
2811,keyboard_electronic_003-069-100,flute_synthetic_000-081-127
2812,guitar_electronic_028-072-050,keyboard_electronic_098-067-075
2813,keyboard_electronic_002-082-100,flute_acoustic_002-078-050
2814,keyboard_electronic_003-072-025,string_acoustic_057-064-075
2815,string_acoustic_056-075-025,keyboard_electronic_078-078-127
2816,guitar_acoustic_021-076-025,keyboard_acoustic_004-066-025
2817,keyboard_electronic_002-057-075,string_acoustic_014-061-025
2818,string_acoustic_014-062-075,keyboard_electronic_098-062-050
2819,flute_synthetic_000-073-075,guitar_acoustic_015-084-127
2820,keyboard_electronic_003-052-050,flute_synthetic_000-054-075
2821,keyboard_synthetic_000-055-025,string_acoustic_057-070-050
2822,guitar_electronic_028-068-050,string_acoustic_014-059-075
2823,keyboard_electronic_078-052-127,flute_synthetic_000-050-127
2824,keyboard_synthetic_000-065-050,string_acoustic_014-051-100
2825,keyboard_acoustic_004-058-100,string_acoustic_056-075-025
2826,flute_synthetic_000-058-100,keyboard_electronic_002-072-050
2827,string_acoustic_080-048-127,flute_acoustic_002-078-025
2828,keyboard_acoustic_004-051-075,flute_synthetic_000-053-127
2829,flute_synthetic_000-057-050,string_acoustic_012-052-127
2830,keyboard_electronic_078-077-050,flute_synthetic_000-054-025
2831,string_acoustic_057-071-075,guitar_acoustic_014-070-100
2832,keyboard_acoustic_004-051-075,flute_acoustic_002-084-025
2833,flute_acoustic_002-073-127,keyboard_synthetic_000-069-100
2834,keyboard_electronic_069-052-127,flute_acoustic_002-078-050
2835,keyboard_electronic_002-076-127,flute_synthetic_000-049-025
2836,string_acoustic_056-054-100,guitar_acoustic_015-084-127
2837,flute_acoustic_002-081-075,keyboard_acoustic_004-071-050
2838,guitar_acoustic_010-068-075,flute_synthetic_000-062-025
2839,keyboard_electronic_098-062-127,string_acoustic_014-064-075
2840,string_acoustic_057-069-075,keyboard_electronic_078-052-100
2841,flute_synthetic_000-070-127,string_acoustic_056-062-075
2842,flute_synthetic_000-073-127,keyboard_electronic_002-078-127
2843,flute_synthetic_000-057-100,keyboard_synthetic_000-070-100
2844,string_acoustic_014-060-025,keyboard_synthetic_000-062-075
2845,string_acoustic_057-075-075,keyboard_electronic_002-082-025
2846,keyboard_electronic_098-079-127,flute_synthetic_000-071-127
2847,guitar_acoustic_015-064-127,string_acoustic_057-074-050
2848,keyboard_synthetic_000-063-050,string_acoustic_012-053-025
2849,guitar_acoustic_021-065-075,flute_synthetic_000-064-100
2850,keyboard_acoustic_004-082-075,flute_synthetic_000-070-127
2851,flute_acoustic_002-079-127,guitar_acoustic_014-071-127
2852,flute_synthetic_000-072-075,keyboard_electronic_003-073-075
2853,string_acoustic_056-051-025,guitar_electronic_028-082-127
2854,string_acoustic_056-050-050,flute_synthetic_000-071-127
2855,string_acoustic_057-072-050,guitar_acoustic_021-053-075
2856,string_acoustic_056-069-025,flute_acoustic_002-081-075
2857,keyboard_electronic_078-080-075,flute_synthetic_000-061-050
2858,string_acoustic_014-051-100,flute_synthetic_000-062-025
2859,guitar_acoustic_030-073-050,string_acoustic_057-079-050
2860,string_acoustic_012-053-025,keyboard_electronic_098-084-100
2861,flute_synthetic_000-073-127,guitar_acoustic_021-053-075
2862,keyboard_electronic_001-072-100,flute_synthetic_000-073-075
2863,guitar_acoustic_030-064-075,flute_acoustic_002-078-025
2864,keyboard_electronic_078-072-025,guitar_acoustic_021-051-050
2865,guitar_electronic_028-059-025,keyboard_electronic_002-064-025
2866,keyboard_electronic_001-082-025,string_acoustic_056-069-025
2867,keyboard_acoustic_004-058-100,flute_synthetic_000-053-127
2868,guitar_acoustic_014-057-100,flute_acoustic_002-077-100
2869,flute_acoustic_002-068-050,keyboard_electronic_003-056-127
2870,flute_synthetic_000-075-075,keyboard_electronic_098-065-100
2871,guitar_acoustic_010-070-127,flute_synthetic_000-052-050
2872,flute_synthetic_000-051-100,string_acoustic_014-064-075
2873,keyboard_electronic_069-077-100,string_acoustic_057-075-075
2874,keyboard_acoustic_004-053-025,flute_synthetic_000-068-050
2875,keyboard_electronic_078-083-025,string_acoustic_057-059-025
2876,keyboard_synthetic_000-056-100,flute_synthetic_000-052-127
2877,string_acoustic_056-054-100,keyboard_acoustic_004-072-025
2878,keyboard_electronic_003-058-100,flute_synthetic_000-050-050
2879,keyboard_electronic_002-072-050,guitar_acoustic_015-074-100
2880,string_acoustic_012-053-025,guitar_acoustic_030-062-050
2881,guitar_acoustic_010-058-075,string_acoustic_014-059-050
2882,guitar_electronic_028-082-127,flute_acoustic_002-067-025
2883,string_acoustic_056-061-100,keyboard_electronic_078-061-025
2884,flute_synthetic_000-049-050,guitar_electronic_028-072-025
2885,string_acoustic_057-065-100,keyboard_electronic_069-084-025
2886,flute_synthetic_000-081-127,guitar_acoustic_014-067-127
2887,flute_synthetic_000-057-050,guitar_electronic_022-063-075
2888,keyboard_electronic_003-069-100,flute_synthetic_000-079-100
2889,flute_synthetic_000-050-050,keyboard_electronic_098-054-025
2890,guitar_acoustic_030-076-050,keyboard_electronic_078-077-050
2891,keyboard_electronic_069-080-075,flute_acoustic_002-084-075
2892,guitar_acoustic_014-061-050,keyboard_synthetic_000-049-075
2893,keyboard_synthetic_000-083-025,flute_synthetic_000-083-050
2894,flute_synthetic_000-048-100,guitar_acoustic_010-068-050
2895,keyboard_acoustic_004-081-050,guitar_acoustic_015-062-050
2896,flute_synthetic_000-051-100,keyboard_electronic_098-062-050
2897,keyboard_synthetic_000-062-050,flute_synthetic_000-081-127
2898,keyboard_electronic_001-075-050,string_acoustic_056-058-025
2899,flute_acoustic_002-083-100,guitar_electronic_022-080-050
2900,flute_synthetic_000-064-100,keyboard_electronic_069-061-025
2901,guitar_electronic_028-052-075,flute_acoustic_002-073-127
2902,flute_synthetic_000-070-127,keyboard_electronic_002-063-075
2903,flute_synthetic_000-071-127,guitar_acoustic_010-073-075
2904,keyboard_electronic_002-082-025,string_acoustic_071-052-025
2905,string_acoustic_057-067-100,flute_acoustic_002-084-075
2906,flute_synthetic_000-076-025,string_acoustic_014-062-075
2907,string_acoustic_056-079-127,flute_synthetic_000-064-127
2908,flute_synthetic_000-064-100,keyboard_electronic_069-048-025
2909,guitar_acoustic_015-048-127,keyboard_electronic_002-066-100
2910,string_acoustic_014-049-100,keyboard_electronic_003-081-075
2911,string_acoustic_056-054-050,guitar_acoustic_021-082-100
2912,string_acoustic_057-080-025,flute_acoustic_002-078-025
2913,string_acoustic_056-071-100,keyboard_electronic_098-083-075
2914,guitar_acoustic_015-066-100,keyboard_acoustic_004-050-127
2915,guitar_acoustic_030-081-050,keyboard_acoustic_004-061-025
2916,flute_synthetic_000-061-050,keyboard_synthetic_000-076-025
2917,guitar_electronic_028-077-050,flute_acoustic_002-071-127
2918,string_acoustic_014-059-075,keyboard_electronic_069-057-050
2919,string_acoustic_012-055-050,guitar_acoustic_010-058-075
2920,flute_acoustic_002-081-075,keyboard_electronic_003-053-127
2921,flute_synthetic_000-062-075,string_acoustic_014-062-075
2922,keyboard_electronic_098-080-025,guitar_acoustic_014-062-127
2923,keyboard_electronic_078-062-050,guitar_acoustic_010-073-075
2924,guitar_electronic_022-061-075,keyboard_electronic_001-051-025
2925,keyboard_electronic_069-054-127,flute_synthetic_000-050-050
2926,string_acoustic_014-050-127,flute_synthetic_000-052-050
2927,flute_synthetic_000-064-127,keyboard_electronic_098-063-127
2928,flute_synthetic_000-070-127,string_acoustic_056-061-100
2929,keyboard_electronic_098-084-100,guitar_electronic_028-064-050
2930,flute_acoustic_002-077-050,keyboard_electronic_078-064-075
2931,string_acoustic_057-069-075,guitar_acoustic_010-068-050
2932,guitar_electronic_028-084-127,flute_acoustic_002-078-025
2933,flute_synthetic_000-057-025,guitar_electronic_028-069-025
2934,flute_synthetic_000-048-100,string_acoustic_014-049-127
2935,guitar_acoustic_014-054-127,flute_synthetic_000-081-127
2936,string_acoustic_014-065-075,keyboard_acoustic_004-061-025
2937,flute_synthetic_000-049-100,keyboard_electronic_098-074-075
2938,string_acoustic_056-079-050,flute_synthetic_000-073-050
2939,string_acoustic_071-050-050,keyboard_synthetic_000-061-127
2940,keyboard_electronic_069-059-075,guitar_acoustic_015-062-050
2941,keyboard_electronic_069-061-127,guitar_acoustic_015-049-050
2942,string_acoustic_056-053-025,guitar_electronic_022-057-025
2943,string_acoustic_057-061-050,keyboard_electronic_098-062-127
2944,keyboard_electronic_002-063-025,string_acoustic_080-054-050
2945,keyboard_synthetic_000-063-050,guitar_electronic_028-075-127
2946,flute_synthetic_000-057-050,string_acoustic_057-069-075
2947,keyboard_electronic_078-052-127,flute_synthetic_000-057-025
2948,flute_synthetic_000-073-050,guitar_electronic_028-068-050
2949,keyboard_electronic_098-084-100,flute_synthetic_000-060-025
2950,flute_synthetic_000-073-050,keyboard_electronic_098-078-025
2951,keyboard_acoustic_004-075-025,guitar_acoustic_021-051-100
2952,flute_acoustic_002-084-075,keyboard_electronic_002-068-100
2953,flute_synthetic_000-049-100,keyboard_electronic_001-053-025
2954,guitar_electronic_028-081-025,flute_synthetic_000-048-100
2955,guitar_acoustic_021-062-075,flute_synthetic_000-072-025
2956,flute_synthetic_000-060-025,guitar_acoustic_010-055-075
2957,guitar_acoustic_014-053-100,flute_acoustic_002-068-050
2958,string_acoustic_012-052-127,flute_synthetic_000-053-127
2959,guitar_acoustic_021-073-025,keyboard_synthetic_000-084-100
2960,string_acoustic_056-061-075,guitar_electronic_028-077-050
2961,string_acoustic_057-073-127,keyboard_electronic_078-062-075
2962,flute_synthetic_000-049-050,keyboard_electronic_098-061-075
2963,string_acoustic_014-058-050,flute_synthetic_000-066-075
2964,keyboard_acoustic_004-063-100,string_acoustic_014-049-127
2965,guitar_acoustic_021-064-127,string_acoustic_071-052-025
2966,guitar_acoustic_010-076-050,keyboard_electronic_001-053-050
2967,string_acoustic_057-068-100,flute_synthetic_000-057-025
2968,guitar_electronic_028-072-075,string_acoustic_071-049-025
2969,keyboard_synthetic_000-062-050,string_acoustic_056-065-127
2970,keyboard_electronic_002-064-025,flute_acoustic_002-077-100
2971,flute_synthetic_000-073-050,string_acoustic_057-079-025
2972,keyboard_synthetic_000-080-100,string_acoustic_014-061-127
2973,keyboard_synthetic_000-048-127,guitar_acoustic_021-082-100
2974,guitar_acoustic_021-065-127,flute_acoustic_002-078-100
2975,keyboard_synthetic_000-082-127,flute_synthetic_000-052-127
2976,guitar_acoustic_014-060-050,flute_synthetic_000-055-050
2977,keyboard_electronic_078-076-025,guitar_electronic_028-050-100
2978,flute_synthetic_000-052-025,string_acoustic_057-081-127
2979,string_acoustic_056-052-075,keyboard_electronic_069-060-100
2980,keyboard_acoustic_004-072-025,flute_synthetic_000-050-050
2981,keyboard_electronic_069-069-100,guitar_acoustic_015-067-050
2982,flute_synthetic_000-061-075,guitar_acoustic_015-055-075
2983,string_acoustic_056-055-100,keyboard_electronic_002-048-127
2984,guitar_acoustic_021-052-025,string_acoustic_056-079-050
2985,guitar_acoustic_021-064-127,string_acoustic_057-081-127
2986,string_acoustic_014-048-075,guitar_acoustic_030-060-075
2987,string_acoustic_056-059-100,guitar_acoustic_030-076-050
2988,guitar_acoustic_010-065-100,string_acoustic_056-050-050
2989,string_acoustic_057-069-075,flute_acoustic_002-078-025
2990,flute_synthetic_000-072-100,keyboard_acoustic_004-057-075
2991,string_acoustic_056-056-075,keyboard_electronic_001-051-025
2992,flute_acoustic_002-067-025,guitar_acoustic_021-073-025
2993,keyboard_electronic_069-056-100,string_acoustic_012-048-100
2994,keyboard_synthetic_000-048-127,string_acoustic_014-061-100
2995,guitar_electronic_028-052-075,string_acoustic_056-079-127
2996,flute_synthetic_000-057-100,keyboard_electronic_069-048-025
2997,string_acoustic_014-049-127,flute_acoustic_002-084-075
2998,string_acoustic_012-049-050,flute_synthetic_000-049-100
2999,flute_synthetic_000-064-100,string_acoustic_012-053-025
3000,keyboard_electronic_001-076-025,flute_synthetic_000-068-050
3001,flute_synthetic_000-054-025,string_acoustic_014-053-025
3002,flute_acoustic_002-077-025,string_acoustic_014-062-075
3003,guitar_electronic_022-081-050,flute_synthetic_000-052-025
3004,keyboard_synthetic_000-076-025,string_acoustic_056-078-100
3005,flute_synthetic_000-068-075,keyboard_electronic_069-070-127
3006,flute_synthetic_000-075-075,keyboard_electronic_001-057-100
3007,guitar_acoustic_015-062-025,string_acoustic_012-055-025
3008,flute_synthetic_000-064-100,keyboard_electronic_001-052-100
3009,guitar_acoustic_015-054-100,flute_synthetic_000-053-127
3010,string_acoustic_057-065-100,keyboard_electronic_069-051-100
3011,keyboard_acoustic_004-063-025,guitar_acoustic_010-067-127
3012,keyboard_electronic_069-077-100,flute_acoustic_002-078-025
3013,string_acoustic_014-064-050,guitar_acoustic_010-071-075
3014,guitar_acoustic_010-068-127,keyboard_acoustic_004-056-127
3015,keyboard_electronic_003-060-050,string_acoustic_057-063-100
3016,flute_synthetic_000-075-075,string_acoustic_056-050-127
3017,string_acoustic_057-065-100,keyboard_synthetic_000-067-050
3018,keyboard_electronic_078-064-075,string_acoustic_071-052-075
3019,flute_synthetic_000-049-050,string_acoustic_056-071-075
3020,string_acoustic_014-049-100,guitar_electronic_022-058-050
3021,keyboard_electronic_078-070-075,guitar_acoustic_010-068-050
3022,string_acoustic_080-050-075,keyboard_electronic_098-060-100
3023,string_acoustic_056-072-100,guitar_acoustic_015-071-025
3024,flute_synthetic_000-052-025,keyboard_electronic_098-083-075
3025,keyboard_electronic_069-057-050,guitar_acoustic_021-061-025
3026,guitar_acoustic_015-055-075,keyboard_synthetic_000-071-127
3027,guitar_acoustic_010-050-100,flute_synthetic_000-075-075
3028,string_acoustic_014-065-127,keyboard_electronic_078-056-050
3029,flute_synthetic_000-083-050,guitar_electronic_028-067-025
3030,guitar_acoustic_015-070-100,keyboard_electronic_003-059-050
3031,string_acoustic_014-062-075,guitar_electronic_022-077-100
3032,flute_synthetic_000-049-050,guitar_acoustic_010-061-025
3033,guitar_acoustic_014-067-127,flute_acoustic_002-081-075
3034,flute_synthetic_000-070-127,string_acoustic_057-067-100
3035,guitar_acoustic_021-074-127,keyboard_electronic_078-080-075
3036,string_acoustic_057-075-075,guitar_acoustic_014-080-100
3037,guitar_acoustic_010-056-100,flute_synthetic_000-073-075
3038,guitar_acoustic_021-061-075,string_acoustic_057-070-100
3039,flute_synthetic_000-050-050,string_acoustic_056-059-100
3040,flute_acoustic_002-077-050,guitar_electronic_022-083-075
3041,keyboard_electronic_078-062-100,guitar_electronic_028-062-127
3042,string_acoustic_080-050-075,keyboard_electronic_069-054-127
3043,string_acoustic_014-055-025,flute_acoustic_002-079-127
3044,string_acoustic_080-048-025,guitar_acoustic_030-076-050
3045,flute_acoustic_002-078-025,string_acoustic_057-077-100
3046,guitar_acoustic_015-056-050,flute_synthetic_000-068-075
3047,string_acoustic_057-063-075,guitar_acoustic_014-062-127
3048,string_acoustic_056-061-100,keyboard_electronic_002-076-025
3049,keyboard_electronic_002-064-050,string_acoustic_056-058-127
3050,flute_synthetic_000-076-025,guitar_acoustic_015-060-025
3051,keyboard_electronic_098-069-100,string_acoustic_057-062-050
3052,flute_synthetic_000-049-025,keyboard_acoustic_004-074-100
3053,guitar_acoustic_021-072-127,flute_synthetic_000-058-100
3054,flute_acoustic_002-075-100,string_acoustic_012-048-100
3055,guitar_acoustic_021-065-075,keyboard_electronic_002-076-025
3056,guitar_electronic_022-073-127,string_acoustic_014-061-127
3057,string_acoustic_056-054-050,flute_synthetic_000-050-050
3058,guitar_electronic_028-068-050,keyboard_electronic_078-078-050
3059,guitar_electronic_022-071-100,keyboard_electronic_002-074-025
3060,keyboard_electronic_069-048-025,guitar_electronic_022-055-100
3061,flute_synthetic_000-084-025,keyboard_electronic_078-058-050
3062,guitar_acoustic_010-077-075,keyboard_electronic_078-070-075
3063,keyboard_electronic_078-067-100,guitar_acoustic_014-074-127
3064,guitar_electronic_028-068-100,string_acoustic_071-049-025
3065,string_acoustic_012-052-127,flute_synthetic_000-068-050
3066,string_acoustic_080-054-050,keyboard_electronic_078-065-075
3067,guitar_acoustic_015-048-127,string_acoustic_071-052-025
3068,string_acoustic_056-079-050,keyboard_synthetic_000-053-050
3069,string_acoustic_056-061-100,guitar_electronic_022-051-075
3070,flute_acoustic_002-079-127,guitar_acoustic_010-080-100
3071,guitar_acoustic_010-050-050,keyboard_acoustic_004-051-075
3072,flute_synthetic_000-064-127,guitar_acoustic_030-059-075
3073,keyboard_electronic_003-053-075,guitar_electronic_028-077-050
3074,flute_synthetic_000-054-075,guitar_acoustic_021-071-050
3075,flute_synthetic_000-070-127,keyboard_electronic_001-061-050
3076,keyboard_electronic_001-071-025,string_acoustic_014-064-050
3077,keyboard_electronic_069-084-025,string_acoustic_056-071-050
3078,flute_acoustic_002-071-127,keyboard_electronic_001-057-075
3079,keyboard_synthetic_000-054-100,flute_acoustic_002-068-050
3080,string_acoustic_071-049-025,flute_synthetic_000-081-075
3081,flute_synthetic_000-066-025,string_acoustic_057-068-100
3082,guitar_acoustic_021-057-127,keyboard_electronic_069-072-075
3083,guitar_electronic_022-084-075,keyboard_electronic_002-064-025
3084,flute_acoustic_002-080-050,guitar_acoustic_015-062-100
3085,flute_acoustic_002-079-127,keyboard_electronic_002-053-127
3086,keyboard_electronic_001-084-050,string_acoustic_057-058-127
3087,string_acoustic_056-067-127,keyboard_electronic_069-067-050
3088,guitar_acoustic_021-058-100,string_acoustic_056-055-100
3089,string_acoustic_057-072-050,guitar_acoustic_015-066-100
3090,flute_acoustic_002-073-127,guitar_acoustic_021-053-100
3091,string_acoustic_080-054-050,flute_acoustic_002-077-050
3092,string_acoustic_014-053-025,keyboard_acoustic_004-050-127
3093,guitar_electronic_022-080-050,string_acoustic_057-063-100
3094,flute_acoustic_002-080-050,string_acoustic_057-064-025
3095,guitar_acoustic_014-076-127,flute_synthetic_000-052-025
3096,guitar_acoustic_030-064-075,keyboard_synthetic_000-062-075
3097,keyboard_acoustic_004-056-127,flute_synthetic_000-070-127
3098,keyboard_electronic_078-071-100,flute_synthetic_000-061-050
3099,flute_synthetic_000-054-050,keyboard_electronic_069-061-050
3100,guitar_acoustic_014-050-127,flute_acoustic_002-080-050
3101,string_acoustic_012-052-127,flute_synthetic_000-072-100
3102,string_acoustic_014-049-100,flute_synthetic_000-052-127
3103,string_acoustic_056-053-025,guitar_acoustic_021-073-025
3104,keyboard_electronic_069-051-075,flute_synthetic_000-075-075
3105,guitar_electronic_022-079-100,string_acoustic_057-080-127
3106,string_acoustic_056-058-025,flute_synthetic_000-073-127
3107,guitar_acoustic_021-084-050,keyboard_electronic_078-070-025
3108,flute_acoustic_002-074-025,string_acoustic_014-062-127
3109,flute_synthetic_000-083-127,guitar_acoustic_021-062-075
3110,guitar_electronic_022-055-100,flute_synthetic_000-084-025
3111,guitar_electronic_028-064-050,flute_synthetic_000-050-050
3112,keyboard_synthetic_000-056-075,string_acoustic_014-064-075
3113,guitar_electronic_022-076-025,flute_synthetic_000-073-050
3114,string_acoustic_057-079-050,keyboard_electronic_003-057-100
3115,keyboard_acoustic_004-081-100,string_acoustic_014-051-100
3116,keyboard_acoustic_004-048-100,flute_acoustic_002-084-025
3117,string_acoustic_056-057-127,keyboard_synthetic_000-050-100
3118,guitar_acoustic_010-083-025,flute_synthetic_000-057-025
3119,guitar_acoustic_014-071-050,flute_synthetic_000-054-050
3120,guitar_acoustic_015-062-100,keyboard_electronic_003-060-050
3121,guitar_acoustic_030-051-127,string_acoustic_014-048-075
3122,flute_synthetic_000-083-050,guitar_acoustic_010-068-075
3123,guitar_acoustic_030-059-075,keyboard_acoustic_004-069-025
3124,guitar_acoustic_021-080-100,keyboard_electronic_001-082-025
3125,string_acoustic_057-064-050,keyboard_synthetic_000-054-100
3126,flute_synthetic_000-073-075,string_acoustic_057-064-050
3127,flute_synthetic_000-070-127,guitar_electronic_022-080-050
3128,guitar_electronic_022-077-100,string_acoustic_056-072-100
3129,string_acoustic_014-065-075,keyboard_acoustic_004-050-025
3130,string_acoustic_056-059-100,guitar_acoustic_014-057-075
3131,guitar_acoustic_014-072-025,flute_synthetic_000-050-050
3132,guitar_acoustic_015-070-025,flute_acoustic_002-079-127
3133,guitar_acoustic_014-067-127,string_acoustic_056-053-025
3134,flute_synthetic_000-054-127,keyboard_acoustic_004-081-100
3135,keyboard_electronic_098-082-025,string_acoustic_056-072-100
3136,guitar_acoustic_015-064-100,keyboard_electronic_098-083-075
3137,flute_synthetic_000-054-050,guitar_electronic_028-060-075
3138,flute_synthetic_000-075-075,string_acoustic_057-084-127
3139,flute_synthetic_000-062-025,guitar_acoustic_014-068-050
3140,keyboard_synthetic_000-063-075,guitar_electronic_022-071-100
3141,guitar_acoustic_021-067-025,keyboard_electronic_069-084-025
3142,string_acoustic_056-071-050,keyboard_synthetic_000-048-075
3143,string_acoustic_071-055-050,keyboard_electronic_078-062-025
3144,guitar_electronic_028-081-025,keyboard_synthetic_000-048-075
3145,guitar_acoustic_010-068-050,string_acoustic_057-063-100
3146,guitar_acoustic_021-062-075,string_acoustic_014-064-075
3147,string_acoustic_057-082-050,flute_synthetic_000-084-025
3148,guitar_acoustic_010-076-050,string_acoustic_057-067-100
3149,flute_synthetic_000-063-075,keyboard_electronic_069-052-127
3150,guitar_electronic_022-079-100,keyboard_electronic_098-068-100
3151,keyboard_electronic_001-075-050,string_acoustic_057-083-127
3152,guitar_acoustic_010-076-050,flute_synthetic_000-066-075
3153,guitar_acoustic_010-070-025,string_acoustic_056-072-100
3154,keyboard_electronic_002-058-050,flute_synthetic_000-051-100
3155,guitar_acoustic_014-076-127,flute_acoustic_002-078-100
3156,guitar_acoustic_021-068-050,keyboard_electronic_098-062-050
3157,keyboard_electronic_001-068-075,flute_synthetic_000-081-075
3158,guitar_acoustic_015-054-100,keyboard_synthetic_000-080-100
3159,string_acoustic_071-049-025,flute_synthetic_000-062-025
3160,string_acoustic_056-075-025,guitar_electronic_022-056-127
3161,string_acoustic_071-053-075,keyboard_electronic_078-070-127
3162,keyboard_electronic_078-070-075,guitar_electronic_028-082-127
3163,guitar_acoustic_015-064-100,flute_acoustic_002-069-025
3164,flute_acoustic_002-079-127,string_acoustic_014-063-050
3165,keyboard_electronic_002-081-100,string_acoustic_056-054-050
3166,keyboard_electronic_003-070-025,flute_synthetic_000-068-075
3167,guitar_acoustic_021-053-025,keyboard_electronic_078-079-100
3168,guitar_acoustic_010-082-127,string_acoustic_057-065-100
3169,guitar_acoustic_015-060-050,keyboard_electronic_002-052-025
3170,guitar_acoustic_010-067-127,keyboard_synthetic_000-063-050
3171,keyboard_synthetic_000-061-127,string_acoustic_056-062-127
3172,keyboard_electronic_003-080-075,guitar_acoustic_014-054-100
3173,keyboard_electronic_078-052-127,string_acoustic_056-076-025
3174,string_acoustic_057-071-100,flute_synthetic_000-075-075
3175,string_acoustic_071-055-050,keyboard_electronic_069-061-050
3176,guitar_acoustic_021-069-127,flute_synthetic_000-070-127
3177,guitar_electronic_028-062-127,flute_acoustic_002-073-127
3178,flute_synthetic_000-052-025,guitar_acoustic_021-053-075
3179,keyboard_synthetic_000-049-075,flute_acoustic_002-081-075
3180,keyboard_electronic_098-080-025,string_acoustic_057-077-100
3181,flute_synthetic_000-055-050,guitar_acoustic_015-082-127
3182,flute_synthetic_000-072-100,keyboard_electronic_098-055-025
3183,guitar_electronic_028-065-050,string_acoustic_056-078-127
3184,guitar_acoustic_015-082-127,string_acoustic_056-065-100
3185,flute_synthetic_000-083-127,guitar_acoustic_021-050-025
3186,string_acoustic_057-064-025,keyboard_electronic_069-077-050
3187,guitar_acoustic_021-084-050,string_acoustic_071-054-075
3188,flute_synthetic_000-049-025,guitar_electronic_028-081-025
3189,guitar_electronic_028-055-050,keyboard_synthetic_000-084-050
3190,string_acoustic_057-081-127,guitar_acoustic_015-080-050
3191,guitar_electronic_022-054-025,flute_synthetic_000-057-100
3192,string_acoustic_057-082-050,keyboard_electronic_001-082-100
3193,string_acoustic_014-054-100,guitar_electronic_028-057-025
3194,string_acoustic_012-049-025,flute_acoustic_002-074-025
3195,keyboard_electronic_078-077-127,string_acoustic_057-063-127
3196,flute_synthetic_000-061-050,string_acoustic_014-049-127
3197,keyboard_electronic_001-075-025,flute_synthetic_000-049-050
3198,guitar_electronic_028-064-050,keyboard_synthetic_000-056-075
3199,guitar_acoustic_014-063-127,keyboard_electronic_001-061-050
3200,guitar_acoustic_014-052-025,keyboard_electronic_078-062-050
3201,guitar_acoustic_010-049-127,keyboard_electronic_003-074-127
3202,guitar_acoustic_015-077-100,string_acoustic_057-080-025
3203,keyboard_electronic_098-060-100,guitar_acoustic_030-049-025
3204,string_acoustic_056-062-127,guitar_electronic_028-062-127
3205,string_acoustic_057-079-050,flute_synthetic_000-072-100
3206,guitar_acoustic_021-051-025,flute_acoustic_002-079-100
3207,flute_synthetic_000-052-025,guitar_acoustic_010-052-100
3208,guitar_acoustic_010-074-100,string_acoustic_056-072-025
3209,keyboard_electronic_069-072-075,string_acoustic_056-076-025
3210,string_acoustic_056-072-025,guitar_acoustic_015-059-050
3211,flute_acoustic_002-068-050,guitar_electronic_022-059-050
3212,string_acoustic_057-080-127,flute_synthetic_000-057-025
3213,flute_synthetic_000-052-025,string_acoustic_080-050-075
3214,guitar_electronic_022-079-100,string_acoustic_056-079-127
3215,flute_acoustic_002-071-127,string_acoustic_057-077-075
3216,string_acoustic_057-077-075,flute_synthetic_000-051-100
3217,flute_synthetic_000-057-100,guitar_acoustic_015-082-127
3218,guitar_acoustic_021-083-025,keyboard_electronic_002-062-075
3219,flute_synthetic_000-050-050,string_acoustic_071-051-127
3220,guitar_acoustic_014-052-050,keyboard_electronic_003-063-127
3221,flute_synthetic_000-057-100,keyboard_synthetic_000-074-100
3222,string_acoustic_056-065-127,keyboard_electronic_002-072-075
3223,guitar_electronic_028-055-050,flute_acoustic_002-079-100
3224,keyboard_electronic_078-053-050,string_acoustic_057-064-075
3225,flute_acoustic_002-075-100,keyboard_electronic_069-066-100
3226,string_acoustic_057-063-075,keyboard_electronic_002-066-100
3227,string_acoustic_014-061-025,keyboard_electronic_003-060-050
3228,keyboard_electronic_001-082-025,flute_synthetic_000-058-025
3229,string_acoustic_056-078-100,keyboard_synthetic_000-056-100
3230,flute_synthetic_000-076-025,keyboard_electronic_001-048-075
3231,keyboard_synthetic_000-055-075,flute_acoustic_002-081-075
3232,flute_synthetic_000-062-025,keyboard_electronic_001-054-050
3233,string_acoustic_057-070-050,flute_synthetic_000-081-075
3234,string_acoustic_057-081-127,flute_synthetic_000-049-100
3235,guitar_electronic_022-067-127,keyboard_electronic_001-051-127
3236,flute_synthetic_000-073-050,guitar_electronic_028-068-100
3237,string_acoustic_057-070-050,guitar_acoustic_010-069-025
3238,guitar_acoustic_010-052-025,string_acoustic_071-052-075
3239,flute_synthetic_000-053-025,keyboard_synthetic_000-050-100
3240,string_acoustic_057-080-127,guitar_acoustic_021-051-025
3241,string_acoustic_057-070-100,guitar_acoustic_010-051-075
3242,guitar_acoustic_015-056-050,flute_synthetic_000-064-127
3243,guitar_acoustic_030-061-100,flute_acoustic_002-080-050
3244,guitar_acoustic_021-074-025,keyboard_acoustic_004-050-025
