qualities,pitch,note,instrument_source_str,velocity,instrument_str,instrument,sample_rate,qualities_str,instrument_source,note_str,instrument_family,instrument_family_str
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",55,158863,electronic,75,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-055-075,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",51,101084,electronic,100,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-051-100,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",52,197691,electronic,75,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-052-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",86,78472,acoustic,50,mallet_acoustic_047,488,16000,"['percussive', 'reverb']",0,mallet_acoustic_047-086-050,5,mallet
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",68,8755,synthetic,25,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-068-025,10,vocal
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",63,5677,acoustic,75,brass_acoustic_016,128,16000,['bright'],0,brass_acoustic_016-063-075,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38,297926,electronic,25,organ_electronic_104,921,16000,[],1,organ_electronic_104-038-025,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",40,168828,electronic,25,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-040-025,6,organ
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",91,41898,acoustic,100,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-091-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",32,140272,acoustic,25,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-032-025,7,reed
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",64,172970,electronic,75,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-064-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",61,61293,acoustic,100,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-061-100,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",67,161909,synthetic,127,bass_synthetic_068,656,16000,['distortion'],2,bass_synthetic_068-067-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",43,276389,acoustic,75,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-043-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,31884,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-071-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",56,102232,electronic,127,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-056-127,4,keyboard
"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",101,135376,acoustic,25,mallet_acoustic_062,644,16000,"['bright', 'fast_decay', 'multiphonic', 'percussive']",0,mallet_acoustic_062-101-025,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",49,145835,acoustic,25,guitar_acoustic_030,642,16000,['tempo-synced'],0,guitar_acoustic_030-049-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,224720,synthetic,75,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-072-075,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",26,56519,acoustic,50,string_acoustic_080,675,16000,"['long_release', 'reverb']",0,string_acoustic_080-026-050,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",52,223845,electronic,100,organ_electronic_104,921,16000,[],1,organ_electronic_104-052-100,6,organ
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",87,125842,acoustic,50,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-087-050,3,guitar
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",42,229758,synthetic,100,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-042-100,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",28,60783,acoustic,100,string_acoustic_071,609,16000,"['long_release', 'reverb']",0,string_acoustic_071-028-100,8,string
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",105,287248,synthetic,127,bass_synthetic_034,420,16000,"['bright', 'distortion', 'tempo-synced']",2,bass_synthetic_034-105-127,0,bass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",69,245957,synthetic,127,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-069-127,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",104,238655,synthetic,75,bass_synthetic_134,914,16000,"['fast_decay', 'percussive', 'reverb']",2,bass_synthetic_134-104-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,21727,acoustic,25,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-074-025,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",87,233057,acoustic,25,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-087-025,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",101,163494,acoustic,75,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-101-075,3,guitar
"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",56,238351,electronic,25,keyboard_electronic_001,40,16000,"['dark', 'long_release']",1,keyboard_electronic_001-056-025,4,keyboard
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",101,206965,synthetic,75,bass_synthetic_034,420,16000,"['bright', 'distortion', 'tempo-synced']",2,bass_synthetic_034-101-075,0,bass
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",83,166179,synthetic,100,bass_synthetic_068,656,16000,['fast_decay'],2,bass_synthetic_068-083-100,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",60,44405,acoustic,75,brass_acoustic_016,128,16000,['bright'],0,brass_acoustic_016-060-075,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,249224,electronic,50,organ_electronic_104,921,16000,[],1,organ_electronic_104-065-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",51,185931,electronic,50,organ_electronic_104,921,16000,[],1,organ_electronic_104-051-050,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",45,252950,synthetic,50,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-045-050,0,bass
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",83,139288,acoustic,50,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-083-050,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,215919,electronic,75,keyboard_electronic_098,905,16000,[],1,keyboard_electronic_098-074-075,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",91,206915,synthetic,25,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-091-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",60,93848,acoustic,25,string_acoustic_014,100,16000,"['dark', 'reverb']",0,string_acoustic_014-060-025,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75,54736,acoustic,75,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-075-075,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",33,88271,electronic,100,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-033-100,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",91,109005,synthetic,75,bass_synthetic_134,914,16000,"['fast_decay', 'percussive', 'reverb']",2,bass_synthetic_134-091-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",69,74987,acoustic,75,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-069-075,7,reed
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",90,1451,acoustic,25,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-090-025,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",67,193742,electronic,25,keyboard_electronic_001,40,16000,['dark'],1,keyboard_electronic_001-067-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",49,77177,electronic,50,bass_electronic_018,759,16000,[],1,bass_electronic_018-049-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",42,272799,electronic,50,bass_electronic_027,880,16000,[],1,bass_electronic_027-042-050,0,bass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",60,271706,synthetic,100,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-060-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",61,229977,synthetic,75,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-061-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",58,67143,acoustic,100,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-058-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",106,170893,synthetic,50,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-106-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",85,294804,electronic,75,organ_electronic_028,440,16000,[],1,organ_electronic_028-085-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50,196555,acoustic,127,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-050-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",76,228710,electronic,127,organ_electronic_001,8,16000,[],1,organ_electronic_001-076-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",84,291347,electronic,100,organ_electronic_113,958,16000,[],1,organ_electronic_113-084-100,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",72,115616,synthetic,100,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-072-100,2,flute
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",34,248439,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-034-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",87,9523,acoustic,100,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-087-100,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",63,215581,synthetic,127,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-063-127,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",35,219816,synthetic,25,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-035-025,0,bass
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",32,85249,acoustic,75,string_acoustic_014,100,16000,"['dark', 'fast_decay', 'reverb']",0,string_acoustic_014-032-075,8,string
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",71,134599,acoustic,127,flute_acoustic_002,86,16000,"['long_release', 'reverb']",0,flute_acoustic_002-071-127,2,flute
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",79,116737,acoustic,50,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-079-050,8,string
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",77,84092,acoustic,100,guitar_acoustic_015,316,16000,"['fast_decay', 'reverb']",0,guitar_acoustic_015-077-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",49,303276,electronic,75,organ_electronic_001,8,16000,['dark'],1,organ_electronic_001-049-075,6,organ
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",107,282007,electronic,50,keyboard_electronic_098,905,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_098-107-050,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",85,65137,acoustic,127,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-085-127,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",42,304430,acoustic,75,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-042-075,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",44,114803,electronic,127,keyboard_electronic_098,905,16000,['distortion'],1,keyboard_electronic_098-044-127,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",60,14716,acoustic,127,brass_acoustic_016,128,16000,['bright'],0,brass_acoustic_016-060-127,1,brass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",94,21394,synthetic,127,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-094-127,10,vocal
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",70,49946,synthetic,75,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-070-075,10,vocal
"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",53,248690,synthetic,127,bass_synthetic_068,656,16000,"['dark', 'distortion']",2,bass_synthetic_068-053-127,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",81,105907,acoustic,50,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-081-050,5,mallet
"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",36,295674,electronic,75,keyboard_electronic_098,905,16000,"['dark', 'distortion']",1,keyboard_electronic_098-036-075,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",43,222167,synthetic,100,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-043-100,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",86,203221,synthetic,50,bass_synthetic_134,914,16000,"['fast_decay', 'percussive', 'reverb']",2,bass_synthetic_134-086-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,242840,electronic,75,organ_electronic_113,958,16000,[],1,organ_electronic_113-072-075,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",59,12032,acoustic,50,string_acoustic_014,100,16000,"['dark', 'reverb']",0,string_acoustic_014-059-050,8,string
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",62,248559,electronic,25,bass_electronic_018,759,16000,['fast_decay'],1,bass_electronic_018-062-025,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",29,297742,electronic,50,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-029-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",33,28188,acoustic,100,brass_acoustic_059,572,16000,['reverb'],0,brass_acoustic_059-033-100,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33,246307,electronic,25,organ_electronic_104,921,16000,[],1,organ_electronic_104-033-025,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",67,153580,acoustic,127,guitar_acoustic_021,457,16000,['distortion'],0,guitar_acoustic_021-067-127,3,guitar
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",28,17863,acoustic,127,string_acoustic_071,609,16000,"['long_release', 'reverb']",0,string_acoustic_071-028-127,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",84,108352,electronic,75,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-084-075,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50,268254,electronic,50,keyboard_electronic_003,65,16000,['dark'],1,keyboard_electronic_003-050-050,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",80,227129,synthetic,100,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-080-100,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",73,2060,synthetic,50,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-073-050,2,flute
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",98,121701,acoustic,100,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-098-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96,299645,electronic,25,organ_electronic_028,440,16000,[],1,organ_electronic_028-096-025,6,organ
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",74,73973,acoustic,100,mallet_acoustic_062,644,16000,"['dark', 'multiphonic']",0,mallet_acoustic_062-074-100,5,mallet
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",100,297525,synthetic,100,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env', 'percussive']",2,keyboard_synthetic_000-100-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,67490,electronic,50,keyboard_electronic_098,905,16000,[],1,keyboard_electronic_098-074-050,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",11,280776,synthetic,127,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-011-127,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",81,172410,acoustic,50,guitar_acoustic_030,642,16000,"['fast_decay', 'percussive', 'tempo-synced']",0,guitar_acoustic_030-081-050,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",36,7413,electronic,50,guitar_electronic_028,510,16000,['dark'],1,guitar_electronic_028-036-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",84,6954,acoustic,75,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-084-075,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",42,59301,synthetic,25,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-042-025,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24,119609,acoustic,25,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-024-025,3,guitar
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",34,177021,synthetic,25,bass_synthetic_034,420,16000,"['distortion', 'tempo-synced']",2,bass_synthetic_034-034-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",24,60230,acoustic,127,string_acoustic_014,100,16000,"['dark', 'reverb']",0,string_acoustic_014-024-127,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",34,120783,synthetic,75,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-034-075,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",56,301056,electronic,50,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-056-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",45,158653,acoustic,25,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-045-025,3,guitar
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",84,172224,acoustic,100,mallet_acoustic_062,644,16000,['multiphonic'],0,mallet_acoustic_062-084-100,5,mallet
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",34,119934,acoustic,127,mallet_acoustic_062,644,16000,"['dark', 'long_release', 'multiphonic']",0,mallet_acoustic_062-034-127,5,mallet
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",29,134105,synthetic,75,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-029-075,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",27,303220,electronic,50,keyboard_electronic_001,40,16000,['dark'],1,keyboard_electronic_001-027-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",106,211905,synthetic,127,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-106-127,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",26,298723,electronic,25,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-026-025,6,organ
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",83,175983,acoustic,127,mallet_acoustic_056,590,16000,['fast_decay'],0,mallet_acoustic_056-083-127,5,mallet
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",85,232034,synthetic,100,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-085-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",80,213958,electronic,75,organ_electronic_028,440,16000,[],1,organ_electronic_028-080-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,278969,electronic,75,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-074-075,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",35,278510,synthetic,25,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-035-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96,708,synthetic,25,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-096-025,0,bass
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",106,240965,electronic,100,keyboard_electronic_098,905,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_098-106-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",53,262654,electronic,100,organ_electronic_104,921,16000,[],1,organ_electronic_104-053-100,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",59,269958,electronic,127,organ_electronic_001,8,16000,['dark'],1,organ_electronic_001-059-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",55,89412,acoustic,25,string_acoustic_012,97,16000,['reverb'],0,string_acoustic_012-055-025,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",51,62215,acoustic,127,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-051-127,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",56,225070,synthetic,75,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-056-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",69,22025,acoustic,127,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-069-127,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",70,139765,electronic,127,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-070-127,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",56,146746,acoustic,75,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-056-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",42,75688,acoustic,75,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-042-075,7,reed
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",37,104722,acoustic,25,string_acoustic_071,609,16000,"['long_release', 'reverb']",0,string_acoustic_071-037-025,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",61,11379,acoustic,25,brass_acoustic_059,572,16000,"['dark', 'reverb']",0,brass_acoustic_059-061-025,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75,100498,electronic,25,organ_electronic_057,701,16000,[],1,organ_electronic_057-075-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",34,226449,acoustic,75,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-034-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",77,131090,acoustic,25,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-077-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",71,141590,acoustic,100,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-071-100,4,keyboard
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",34,123255,acoustic,75,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-034-075,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100,149013,synthetic,100,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-100-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",51,255889,synthetic,25,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-051-025,0,bass
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",104,275229,electronic,25,keyboard_electronic_002,50,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_002-104-025,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",18,284808,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-018-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,136330,electronic,100,organ_electronic_104,921,16000,[],1,organ_electronic_104-074-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",80,298938,electronic,25,organ_electronic_113,958,16000,[],1,organ_electronic_113-080-025,6,organ
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",49,159698,acoustic,25,mallet_acoustic_062,644,16000,"['dark', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-049-025,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,265663,electronic,75,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-072-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",69,29035,acoustic,25,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-069-025,3,guitar
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",21,67504,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-021-025,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",49,89266,acoustic,25,string_acoustic_071,609,16000,"['long_release', 'reverb']",0,string_acoustic_071-049-025,8,string
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",35,137945,acoustic,127,reed_acoustic_011,104,16000,['bright'],0,reed_acoustic_011-035-127,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",27,256943,synthetic,100,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-027-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",41,26780,acoustic,50,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-041-050,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",58,145526,electronic,75,organ_electronic_104,921,16000,[],1,organ_electronic_104-058-075,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",42,303355,electronic,127,organ_electronic_001,8,16000,['dark'],1,organ_electronic_001-042-127,6,organ
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",39,304646,electronic,75,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-039-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",66,45051,acoustic,50,brass_acoustic_015,121,16000,['reverb'],0,brass_acoustic_015-066-050,1,brass
